id	size	gc_content	md5	organism	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)
CP045760	81815	49.98349935830838	945091bda0e265d3cc60cf3a5cdbf977	unknown	AC203	0.06	AL298	0.025	IncFII	000114__CP015527	MOBF	NC_019125_00139
CP031072	394614	33.68354898711146	5828491eca30bcf623144bcc93d5733f	unknown	AE046	0.06	AN751	0.025			MOBP	NC_018687_00155
CP003952	82420	65.45377335598155	65e23a3ec648b0fc9649750d48123776	unknown	AF347	0.06	AP288	0.025	rep_cluster_313	001624__AP011117		
U32378	7837	36.901875717749135	85f368680a3a7d0fc98118a181a49757	unknown	AC052	0.06	AL080	0.025	Inc13	000074__NC_001764_00001	MOBV	NC_001764_00001
AP011147	3035	55.782537067545306	26365bacd7d3a3ef0099a9c26f4355db	unknown	AD209	0.06	AM681	0.025				
NC_010517	37743	63.688631004424664	876b393570c515ba7a6248913cc0511b	unknown	AF213	0.06	AP135	0.025			MOBP	NC_010517_00039
CP017041	77702	60.76034078916888	ce3b34d88cde71e961bd6eb325c70133	unknown	AG135	0.06	AQ156	0.025	rep_cluster_1578	000953__NC_001415_00025		
HG796811	3231	36.1188486536676	e9feac607c31da6df6da7c52fa8ea8d7	unknown	AF751	0.06	AP746	0.025				
CP003670	13186	33.72516305172152	b883743832cd9f830f860fad4515a79d	unknown	AA769	0.06	AJ111	0.025	rep_cluster_910	002395__NC_013387_00031		
CP012637	5167	47.5130636733114	45e24639072dcfa327d32e6f4047ec8c	unknown	AA977	0.06	AJ479	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_019783_00003
KM396299	215897	45.02471085749223	90817817ef25c5eb566f7c861bd8542f	unknown	AA738	0.06	AJ047	0.025	rep_cluster_1088,IncH	000340__KU353730,000139__NC_012555_00001	MOBH	NC_012555_00231
JN581942	38963	58.47342350435028	17dc64664d219253392f3265691ad522	unknown	AD768	0.06	AN422	0.025			MOBF	NC_010643_00013
CP003608	64128	47.61570608782435	b7df695c64d07f9dbdd51858379b74fc	unknown	AB611	0.06	AK461	0.025				
CP001550	26537	26.333044428533746	c78c698d66bdb0485ba50df459775440	unknown	AA932	0.06	AJ407	0.025				
CP014069	53359	46.717517194849975	9aa7d35b96e91f914d2974552064888a	unknown	AA036	0.06	AH608	0.025			MOBP	NC_020552_00059
CP022608	17939	28.039467082892024	852b971ea9bbfcb4cea73d4f57d7e71d	unknown	AA842	0.06	AJ233	0.025	rep_cluster_1733,rep_cluster_1017	001150__NC_013330_00017,000259__NC_013375_00001		
CP030212	4081	51.82553295760843	c0542a6da42ed5eecd9a604b0af187e6	unknown	AA151	0.06	AH791	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP,MOBP,MOBP	NC_019076_00002,NC_017321_00002,NC_016903_00002
CP008826	47290	48.87925565658701	f66e6bea03c3601d8aff4f853f265f91	unknown	AB978	0.06	AK975	0.025	rep_cluster_1367	000687__KX348146_00033		
KJ776580	62986	24.846791350458833	b1609c466fc68224d8bf34034fdbb01a	unknown	AD968	0.06	AN664	0.025				
MH917122	106201	53.15580832572198	4a1c31752aa23bff704a3754d6fb5105	unknown	AA448	0.06	AI530	0.025	IncFII,IncU,rep_cluster_1418,IncFII	000114__CP015527,000210__KF623109_00045,000759__NC_013950_00034,000129__CP018340	MOBF	NC_021231_00058
CP036752	5120	24.47265625	0aeabbad75da9a4de458784494d936c1	unknown	AD180	0.06	AM640	0.025				
EF107516	66615	59.66824288823838	6163d5d5a2a5d471c0df7b67747385cf	unknown	AE611	0.06	AO430	0.025	rep_cluster_620	002070__EF107516_00071		
NC_017318	44194	51.43458388016473	e4979e17eaa1fb364295da26a2748a65	unknown	AG746	0.06	AQ802	0.025	rep_cluster_1340	000658__CP002155		
CP014483	69617	67.93599264547453	7cb54e4171233aad2dafda24d439ed58	unknown	AG226	0.06	AQ247	0.025	rep_cluster_1592	000967__CP014483_00069		
CP016445	3164	48.230088495575224	6d0806e35da8c3d90a57368abdd7dad4	unknown	AA268	0.06	AI061	0.025				
AP018328	24461	42.22640121008953	51bc3f71448f35e8563c27f007abf8bb	unknown	AE348	0.06	AO114	0.025	rep_cluster_1735	001153__NC_003273_00063		
CP002957	96210	50.22762706579358	7cb21b63d0ecd87f2b11c09253ea982a	unknown	AA751	0.06	AJ083	0.025	IncFIB	000104__CP010386_00052		
CP023782	10647	32.91067906452522	1010ab17cc44345df90480a306afb6c8	unknown	AA891	0.06	AJ330	0.025	rep_cluster_1249	000557__AB158402	MOBP	NC_019240_00008
NC_007678	35505	57.94113505140121	00fb0d627fc40ac301dbedb439ed5c30	unknown	AG424	0.06	AQ458	0.025	rep_cluster_993	002474__CP000160_00001		
NC_011858	17609	31.182917826111648	61a82eed559fb5a447af95d6940aa638	unknown	AA389	0.06	AI411	0.025				
KX434884	12465	52.12194143602086	28e6fbe10c464114db57981dba2a3bff	unknown	AG658	0.06	AQ709	0.025				
CP038236	71922	62.028308445260144	84392a98c4db2f722d4550fc63b3f2d0	unknown	AF806	0.06	AP805	0.025				
CP035667	294919	35.66233440368372	be7c76322f0f368a6ae4d89f2c78def3	unknown	AC732	0.06	AM049	0.025	rep_cluster_893,rep_cluster_1093,rep_cluster_889	002374__CP004064_00076,000346__KY595969_00008,002366__KY595966_00031	MOBP	NC_021995_00038
CP018853	49382	62.51670649224414	2c6f1b738c39e603e425a4e1ceeaea10	unknown	AD945	0.06	AN640	0.025	rep_cluster_2042	001468__CP004401	MOBP	NC_020798_00016
CP019761	16821	23.11990963676357	45b271cbfb2a09878a4baff2b00b0c9b	unknown	AC645	0.06	AL917	0.025				
CP027511	91057	33.25060127173089	fb400812c89f2a80a84a05cfb9437fc8	unknown	AB369	0.06	AK117	0.025				
CP044968	245071	45.927098677526104	2ab5bedd50825a5096cb94543d0ba3a4	unknown	AA998	0.06	AJ513	0.025			MOBP,MOBH	NC_011416_00039,NC_013365_00169
CP013973	39613	50.46575619114937	8828e6067fd4406a62850eca52f4b1b2	unknown	AG568	0.06	AQ616	0.025	IncFII,IncFII	000129__CP018340,000113__CP022035		
CP039858	4073	51.43628774858826	b935302a6c52b76ffdb5f9d3c74b1804	unknown	AA579	0.06	AI802	0.025	rep_cluster_1785	001211__AP017616_00002	MOBQ	NC_011411_00002
NC_022876	146276	33.90439990155596	aea2693efc1b768863fbb08e61db63c7	unknown	AC396	0.06	AL571	0.025			MOBP	NC_022876_00051
MK851048	65134	50.07676482328738	10c4a66ff82e2957757d9ccb72841597	unknown	AB964	0.06	AK956	0.025				
AP019710	48572	44.36094869472124	d00da4226ce63ec922124c24acadee50	unknown	AC621	0.06	AL885	0.025				
CP001156	31548	42.52567516165843	e845a6f34baef53ca7a6be7c24243bbb	unknown	AC568	0.06	AL812	0.025	rep_cluster_707,rep_cluster_197	002176__NZ_AVAB01000114_00021,001411__NZ_AVAB01000114_00033	MOBP,MOBQ	NC_015979_00031,NC_015603_00001
AF528097	74082	24.528225479873655	52501ebf476f01ec75c60cc3e45959c8	unknown	AD541	0.06	AN132	0.025	rep_cluster_256	001535__NC_004565_00076		
NC_011986	78730	56.76108217960117	b9e032aaf6027d1935d0a78919fd35b4	unknown	AE949	0.06	AO835	0.025	rep_cluster_502	001874__CP000639_00001	MOBP	NC_011986_00036
CP023509	39540	56.22407688416793	fc4ef8ebd6eccfd945ebe510f8a26251	unknown	AG803	0.06	AQ859	0.025				
CP041197	74326	65.1091139036138	03fe87b1858e032300aca662e3eaa3c1	unknown	AG148	0.06	AQ169	0.025			MOBP	NC_010494_00069
AP010659	31893	35.644185244411	1e6815e7c0f97c909abc2ec3b6ea10d8	unknown	AC479	0.06	AL687	0.025	rep_cluster_154	000906__AP010659_00001		
CP018679	6078	39.256334320500166	2be4d9da2422065641406eda77dae223	unknown	AB702	0.06	AK583	0.025			MOBP	NZ_AFDA02000006_00006
CP019707	76331	50.20764826872437	fc56bc317460bc5b85b73bf74f0a8864	unknown	AD804	0.06	AN464	0.025				
NC_020551	7502	36.24366835510531	ae7db45af39971057a706c535225d1de	unknown	AA742	0.06	AJ062	0.025	rep_cluster_308,rep_cluster_1583	001618__CP003964_00004,000959__NC_001372_00007		
CP014169	319133	62.70865125198585	fc4ae3e4322d30854d6d17d7fd3d71ad	unknown	AC634	0.06	AL904	0.025	rep_cluster_449	001792__CP014169		
CP014372	3125	28.736	0e496f1c528840620bb571e7e1c14f11	unknown	AB721	0.06	AK613	0.025	rep_cluster_1017	000258__NC_013297_00004		
CP028601	59888	42.096914239914504	158e6af9354281f5d34c8cd9f5e51ff7	unknown	AA372	0.06	AI348	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
CP022159	7537	57.675467692715934	c9289a4c6100cc20402cd01954f4d3e7	unknown	AG012	0.06	AQ024	0.025				
CP042417	24394	35.402148069197345	1ba8cb035c7a47561e3da02397fc5dde	unknown	AB145	0.06	AJ752	0.025			MOBQ	NZ_AVAB01000112_00007
NC_001852	29766	31.643485856346167	eae59ccd5586b52313f53ef07dccfb6a	unknown	AA779	0.06	AJ125	0.025	rep_cluster_1529	000886__CP001420_00032		
NC_019061	103297	50.88918361617472	a442c9b036d316ab2db8e7eeb1970e81	unknown	AA474	0.06	AI611	0.025	IncI1	000144__CP015838_00058	MOBP,MOBP	NC_019097,NC_011416_00039
CP040254	28349	65.3956047832375	926d726078aefc91da479f83923d3049	unknown	AB415	0.06	AK187	0.025	rep_cluster_578	001979__CP015274	MOBF	NC_005016_00005
CP018920	111810	53.086486003040875	a0a1abdf87cfdf67b992c08a40d78092	unknown	AF788	0.06	AP785	0.025	rep_cluster_998	002483__CP018916_00050	MOBP	NC_011416_00039
CP015823	205221	52.889811471535566	5327a7c303850c3d76fb6fe848eece64	unknown	AA275	0.06	AI074	0.025	IncFII,IncFII,IncFIB	000113__CP022035,000132__HG969996,000107__CP014778_00094	MOBF	NC_021231_00058
NC_002111	3966	27.155824508320727	f71e03b055646699ab84b9b9ca2cdd8e	unknown	AF536	0.06	AP497	0.025	rep_cluster_1262	000574__NC_002130_00004		
MG869615	86294	53.106820868194774	5571bdb143fdc82e68e085242d91e9af	unknown	AF046	0.06	AO949	0.025				
CP042513	186249	51.97719182384872	53d7537988153fe8daeecea30599c376	unknown	AA035	0.06	AH600	0.025	IncFIB,IncFII,IncFII	000107__CP014778_00094,000114__CP015527,000129__CP018340	MOBF	NC_021231_00058
CP028663	6078	46.34748272458045	8e12b71e095370e3a0a608e6f2737485	unknown	AA149	0.06	AH788	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_019076_00002
CP022485	59380	34.36005389019872	5b24edbb01b991d4e6a94d75c1982d09	unknown	AB528	0.06	AK341	0.025	rep_cluster_180	001222__CP008815_00027	MOBP	NC_013533_00032
CP016549	126046	47.92694730495216	b925a74bd155ab15d779f23fc84efc27	unknown	AA378	0.06	AI379	0.025	IncY	000230__CP009168_00001		
CP012273	34005	38.750183796500515	50b54cef5441d0cf67ec7934ee94fb57	unknown	AA508	0.06	AI667	0.025	rep_cluster_707	002182__CP018327	MOBQ	NC_015603_00001
AP012552	19174	48.430165849587986	5e75744ef3478698c1825825bf34117c	unknown	AA888	0.06	AJ327	0.025			MOBC	FN691998_00005
KY093013	134521	52.56651377851785	ef9ab16b0c9929e4327ce57e5ce3723f	unknown	AA450	0.06	AI542	0.025	IncFII,rep_cluster_1418	000124__KP125893_00142,000759__NC_013950_00034	MOBF	NC_021231_00058
CP038272	60873	44.10165426379511	eb9603e6803f76fd8ae98b5b9bee40e3	unknown	AG656	0.06	AQ707	0.025				
AY941099	28012	55.187062687419676	cd0e718f257ec032ced96004cb140838	unknown	AG213	0.06	AQ234	0.025			MOBQ	NC_006909_00028
CP023798	4375	36.86857142857143	8a0c56a6bfb55136ba74f9ab9274c600	unknown	AC535	0.06	AL758	0.025	rep_cluster_943	002428__NC_022881_00001	MOBV	NC_017023_00004
LN890657	40759	62.045192472828084	36cb922d2650c29d157f2e6661c7517a	unknown	AG804	0.06	AQ860	0.025				
CP024166	135915	50.81190449913549	2db23ec83bd6299ef16fe5c913eb9c6d	unknown	AB544	0.06	AK379	0.025	IncFIB	000101__NZ_CP012345_00042		
CP002196	54602	61.86952858869638	812f0c2d01eaff6e6f0b4ea472b012ee	unknown	AG398	0.06	AQ431	0.025				
CP015393	202696	52.53384378576785	89110ab812dff660b655a813f0275736	unknown	AA275	0.06	AI074	0.025	IncFII,IncFII,IncFIB	000113__CP022035,000130__CP023489,000107__CP014778_00094	MOBF	NC_021231_00058
CP019203	178238	52.31263815796856	e2a2f5d1b54960aa343c7a75e410c963	unknown	AF597	0.06	AP571	0.025				
NC_019121	165791	53.08852712149634	9de59280a1572aa0ca47ae246ac626be	unknown	AA860	0.06	AJ275	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012690_00071,NC_012885_00072
JQ004406	56366	60.31472873718199	198840a95961316714e579461845e0d8	unknown	AC296	0.06	AL421	0.025	IncP	000175__JQ004408_00022	MOBP	NC_019318_00039
NC_012718	141792	63.20596366508689	72872647a34479495ea27bb0f658d051	unknown	AB858	0.06	AK813	0.025	rep_cluster_439	001779__NC_012718_00001		
NC_011246	123937	26.10439174742006	17606ffbadece3611a25193e837abb86	unknown	AC380	0.06	AL551	0.025				
NC_010683	80934	60.40848098450589	58a8fdc9d699adcd3f46f5d6d4569cb7	unknown	AE651	0.06	AO477	0.025	rep_cluster_1705	001114__NC_012851_00007		
CP044508	67029	37.84182965582062	ffbb1e9b5e047431bc33b9f97a0f1151	unknown	AG805	0.06	AQ861	0.025				
CP029179	16090	63.48663766314481	bcc24227f134159a609c87e5f4e6f8fb	unknown	AF356	0.06	AP297	0.025				
CP024895	306129	70.5718830950351	3b615d9116454b9cfab57d90fcfaf60a	unknown	AG144	0.06	AQ165	0.025				
CP031566	64859	52.21326261582818	333dccce386852f845c9ac1a76835cb5	unknown	AA002	0.06	AH528	0.025	IncL/M	000148__NC_021488_00028	MOBP	NC_004464_00056
CP042486	6953	53.70343736516612	b65fde607e3a2ab1c520d6fe7c39b2ca	unknown	AC293	0.06	AL418	0.025				
CP010754	60878	56.770918886954234	a5e552c5c6ba7ea204025c67b64af015	unknown	AC252	0.06	AL365	0.025				
NC_014508	32388	35.26923551932815	f68d0b813e74081e6cd0e14ec3d72adf	unknown	AC751	0.06	AM076	0.025	rep_cluster_183,rep_cluster_570	001252__NC_010980_00001,001972__KC954773_00009		
CP003760	8574	30.06764637275484	1df5c1e7d34ce84d777054aa8f7bda45	unknown	AB998	0.06	AL002	0.025	rep_cluster_30	001608__NC_010177		
CP002845	12160	39.95888157894737	5450328852d3159180e1ab2635956433	unknown	AG092	0.06	AQ108	0.025	rep_cluster_54	001911__CP006015		
KU932032	94325	50.83487940630798	1e7868abca8875691d72a8859ddea692	unknown	AA474	0.06	AI605	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
LT592164	39054	48.66851026783428	7523894b0e73a389e182a37523222265	unknown	AC888	0.06	AM248	0.025	rep_cluster_1410	000752__CP002441_00035	MOBP	NC_014105_00043
KR230047	76991	29.743736280863995	b942ffd1bcd36cb89040e700119cd36b	unknown	AB543	0.06	AK378	0.025	rep_cluster_1142,rep_cluster_1215	000420__KR230047_00004,000507__AE015933_00005	MOBQ,MOBQ	NC_013653_00017,NC_002774_00004
CP001380	29630	24.566317921025988	2a697a9a4b473367e4eccc87be16a317	unknown	AC427	0.06	AL612	0.025				
CP012659	41853	40.785606766540035	0d530dd4d1c12d05b03bd55e1489c999	unknown	AD854	0.06	AN520	0.025			MOBQ,MOBP	NC_017480_00003,NC_015979_00031
CP039598	1968	52.79471544715447	272c9282e54aef72da305601dc5f98c7	unknown	AB244	0.06	AJ949	0.025				
GU595196	113637	53.926098013851124	ccee2ebbd7d513d9393a867bee35bc01	unknown	AA018	0.06	AH561	0.025	IncFII,IncFII,IncFIB	000130__CP023489,000113__CP022035,000097__NC_025166_00051	MOBF	NC_021231_00058
CP035345	7399	41.39748614677659	a41743583bb446c9183500f042ab9ce1	unknown	AB717	0.06	AK605	0.025	IncX1	000215__KC853434_00019		
NC_010856	3635	26.464924346629985	e5ebc8d1d750ec273ce08d3dc9af9367	unknown	AF304	0.06	AP238	0.025	rep_cluster_594	002025__DQ318777		
CP014286	54205	34.734803062448115	3e08e06ce6d4233288d32734b808e267	unknown	AF325	0.06	AP263	0.025				
NC_007351	38454	30.753627711031363	1c0c6ec93250a9a68c4c2a297fdbd488	unknown	AB867	0.06	AK825	0.025	rep_cluster_1230	000530__NC_010626_00002		
LT985386	6859	48.27234290712932	4143990f3f5f610722b1666e332b68f5	unknown	AA161	0.06	AH806	0.025			MOBP	NC_023328_00003
NC_013303	20653	28.383285721202732	fe6de70bcf380ba72036c98972f49b3f	unknown	AA411	0.06	AI462	0.025	rep_cluster_1733	001150__NC_013330_00017	MOBP	NC_005951_00004
CP037085	4152	31.358381502890172	08600f3e52ba65c74d89bb2984fa00cd	unknown	AA992	0.06	AJ505	0.025				
CP012888	14512	65.97298787210585	4937c84897c676adc255c1d2c97e20d5	unknown	AB416	0.06	AK188	0.025	rep_cluster_578	001977__CP015271	MOBF	NC_005016_00005
DQ088624	2473	30.934088152042055	5fbe5cddae15c277faccfffe8b4df8dd	unknown	AC627	0.06	AL894	0.025	rep_cluster_1947	001389__NC_007209_00001		
AY125331	1960	59.642857142857146	7fd733c805bb3087c58c507d9bd745c5	unknown	AF680	0.06	AP666	0.025				
MG299149	109845	53.13942373344258	9ccf36c21a59693862680ddef7e6f304	unknown	AA282	0.06	AI114	0.025	IncFIIA	000136__AP014877_00014	MOBP	NC_013728_00087
NC_017903	37785	40.545189890168054	ca07bc901fda0484842ba105f801c19b	unknown	AC148	0.06	AL219	0.025	rep_cluster_827	002306__NC_011148_00034	MOBP	KU963390_00048
KY349138	160489	65.9291290991906	999e30e066f63ae5a8036796d6bf9eec	unknown	AG405	0.06	AQ438	0.025				
CP042049	2777	30.284479654303205	40c593a695843ff69848474f1d339850	unknown	AB729	0.06	AK624	0.025	rep_cluster_1017,rep_cluster_1017	000253__NC_004562_00001,000261__GQ900456		
CP009437	3936	28.429878048780488	a02e38de3067f64366c74b1fa6520ada	unknown	AE685	0.06	AO515	0.025	Inc13	000065__NC_013091_00003		
KX443389	80818	64.59947041500656	591321e7d2816cd55d862bcd053e8cd7	unknown	AA650	0.06	AI920	0.025	rep_cluster_1307	000625__KX443392	MOBF	NC_014247_00013
CP002524	70894	33.3399159308263	c2ab83ecb859ff373701e46e2881c9a4	unknown	AB082	0.06	AJ647	0.025	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021
CP044044	7819	51.23417316792429	03f7ffba01b8965ffdf9ef702c92689c	unknown	AB047	0.06	AJ596	0.025	ColRNAI_rep_cluster_1987,rep_cluster_2050	000019__CP000651_00005,001473__CP024541		
CP017324	23254	61.07766405779651	ec400a111f2b264c34c75707a1825468	unknown	AF278	0.06	AP211	0.025				
CP025895	52054	46.43255081261766	c1048b603e18978ff25fc65aa11c48fc	unknown	AA183	0.06	AH875	0.025	IncFIB	000095__NZ_CP014273_00094	MOBP	NC_011416_00039
CP016496	10370	40.713596914175504	85269fde207b7467a6ba56700c9b9347	unknown	AE888	0.06	AO755	0.025			MOBQ	NC_021528_00001
CP032647	21962	37.75157089518259	fdbee952e64fa3ee1c99a3a6f5a46568	unknown	AA682	0.06	AI962	0.025	rep_cluster_1880,rep_cluster_1244	001316__JX174168,000552__NC_021528_00011	MOBQ	NC_021528_00001
CP043620	78245	60.84989456195284	e6277cdf373b655f5d3ece2adcbfb6b5	unknown	AB492	0.06	AK297	0.025	rep_cluster_579	001981__CP000834_00041		
GQ998872	4658	38.557320738514385	5ff9a137ca91b8e12bc84357a47b7bac	unknown	AB842	0.06	AK793	0.025	rep_cluster_655	002109__GQ998872_00003		
NC_004968	2672	38.17365269461078	e3df9897469f0db316d1174868759fb1	unknown	AC664	0.06	AL942	0.025	rep_cluster_1535	000898__NC_004968_00001		
CP009260	5845	37.31394354148845	b1b46713fb89b88a3fef2c63b8821a93	unknown	AB505	0.06	AK312	0.025	rep_cluster_137,rep_cluster_60	000690__NC_017064_00003,002034__AP011944_00001		
NC_009837	174241	49.64560579886479	63afa2da193577d0ba2b6316d3e90b93	unknown	AA176	0.06	AH855	0.025	IncFII,IncFIIA,IncFIB	000121__CP024805,000136__AP014877_00014,000095__NZ_CP014273_00094	MOBF,MOBP	NC_017627_00068,NC_011416_00039
MN232184	60144	42.28850758180367	c8f3aef762f758616f9cbf11e440e552	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
NC_015176	3191	29.802569727358193	dafdca5a527641a46bf08035c43b3455	unknown	AB635	0.06	AK493	0.025	rep_cluster_1281	000596__HQ170521_00001	MOBC	NC_004669_00010
NC_019175	4613	41.42640364188164	da6bc75e5ee8225766ec447c30bcd418	unknown	AB621	0.06	AK475	0.025			MOBF,MOBP	NC_019255_00001,NC_010042_00002
MK033583	46161	46.64543662398995	665466383d844e9d3efcbe9bf92ccf99	unknown	AA038	0.06	AH615	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
CP036601	2795	30.08944543828265	277df1b74bf082c9993e1cdd873db87c	unknown	AC779	0.06	AM115	0.025				
CP024434	4715	41.102863202545066	d96ef88c58c91d807b2252f652d0d31b	unknown	AD485	0.06	AN056	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
AP018692	92722	47.60035374560514	1234164b1d361a85ca90a646ef6c7d1b	unknown	AA345	0.06	AI296	0.025	IncFIB,IncFII,IncFIIA	000095__NZ_CP014273_00094,000121__CP024805,000136__AP014877_00014	MOBP	NC_011416_00039
CP009673	18778	20.64117584407285	da592304181644eb0f36b5b3bc9dec91	unknown	AB805	0.06	AK748	0.025				
CP010693	72213	56.96619722210682	2acd2eeb4c5c5dae87dab2c11e80eb79	unknown	AD148	0.06	AM591	0.025				
FQ958212	150432	38.089635184003406	5f4a16ec0d03c93163da9a43bb7f51e8	unknown	AD651	0.06	AN271	0.025			MOBF	NZ_CM001375_00024
DQ011112	59474	34.62689578639405	112044b2a69062c56330de04896bc093	unknown	AD759	0.06	AN409	0.025				
KJ493819	86334	33.89857993374569	7f0842d665368e6243d1cc3b44a946be	unknown	AB082	0.06	AJ647	0.025	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021
KM085450	161448	49.466081958277584	776d61dc382fe6dd377549f64dec4173	unknown	AA279	0.06	AI095	0.025	IncFIB,IncFIIA	000095__NZ_CP014273_00094,000136__AP014877_00014	MOBP	NC_013728_00087
CP003036	5163	47.49176835173349	dd151ac23332870342fcb7592bf59385	unknown	AA977	0.06	AJ479	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_019783_00003
CP003576	6448	57.33560794044665	d9bbe9e2567c9916d9a3df1a3be1be8f	unknown	AF678	0.06	AP663	0.025				
AP014871	11769	31.786897782309456	717c46a27df0fd0c8efdae69638220ed	unknown	AD370	0.06	AM916	0.025	rep_cluster_814	002297__NC_020250		
CP024244	152012	49.43228166197405	fc42a2ff18a91d782baee725a13a8da4	unknown	AE929	0.06	AO811	0.025	IncFIIA,IncFIB	000136__AP014877_00014,000096__NC_019117_00097	MOBP,MOBF	NC_011416_00039,NC_022333_00006
CP031811	169460	52.58881151894252	3e78b9db92dcf6216cd4b2390a82f297	unknown	AA819	0.06	AJ193	0.025	IncFIB,IncFII,IncFII	000107__CP014778_00094,000114__CP015527,000132__HG969996	MOBF	NC_021231_00058
CP013759	39299	38.28850606885671	8c1a2e652a1d28e65583fd4aca27ed97	unknown	AA733	0.06	AJ033	0.025				
CP039586	93927	53.116782181907226	49039d4dd6060077b178422cb4f533b5	unknown	AB460	0.06	AK247	0.025	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043
MH234508	46161	46.654101947531466	d4d9c30b2dfdeba12dec6981f209f332	unknown	AA038	0.06	AH615	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
CP003765	235425	36.58829775937135	8bf36a2d4780905437b377e0f04c5c20	unknown	AE427	0.06	AO204	0.025	rep_cluster_1980	001421__NC_018509_00250		
NC_023316	127862	70.50961192535702	951f06ea743a646184448a6e3f9acf89	unknown	AG007	0.06	AQ019	0.025	rep_cluster_350	001666__KF501372	MOBF	NC_023316_00053
CP003950	172218	64.89449418759943	95fef177a68e144075dee9c8593c90ed	unknown	AF348	0.06	AP289	0.025				
LT965930	143981	37.74456351879762	c8bdbfed329275f97deca47d48973154	unknown	AG683	0.06	AQ736	0.025				
NC_012152	30290	29.42885440739518	9487652430c42b2812eb2775b7de961c	unknown	AA253	0.06	AI015	0.025	rep_cluster_1621	001010__NC_018979_00032		
NC_017054	93877	53.10352908593159	842cce82f1f4006d4a9badf7629c8323	unknown	AB460	0.06	AK247	0.025	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF,MOBF	NC_007208_00043,NC_011964_00125
CP033617	83889	41.14365411436541	6946010303929c123f4bdb9e958a46e9	unknown	AB795	0.06	AK733	0.025	rep_cluster_167	001071__CP006040_00008	MOBQ,MOBP	NC_021527_00025,NC_015979_00031
NC_008356	2546	30.675569520816968	552cba24d925b20ab01954449a619af1	unknown	AB631	0.06	AK486	0.025	rep_cluster_1017	000265__NC_019146_00001		
